index,i_h2_inj_kg_thm,i_pul_coal_inj_kg_thm,i_nat_gas_inj_kg_thm,i_nat_gas_t_k,i_o2_vol_perce,i_hot_blast_temp_k,i_ore_moisture_weight_perce,i_ore_weight_kg,o_tuyere_exit_velo_m_s,o_raceway_flame_temp_k,o_raceway_coal_burn_perce,o_raceway_volume_m,o_shaft_co_utiliz,o_shaft_h2_utiliz,o_shaft_top_gas_temp_c,o_shaft_press_drop_pa,o_shaft_coke_rate_kg_thm,o_shaft_cohesive_zone_tip_height_m,o_shaft_co_v_perc,o_shaft_co2_v_perc,o_shaft_h2_v_perce,o_shaft_n2_v_perc
106,0,0.19,0,0.6,0.8,0.983041751,0.444444444,0.63640275,129.10247,2475.494,95.3699352,0.2167488,50.87789,47.03311,132.9089,112189.83,30.4617,31.83963,0.2273439,0.2354699,0.017018627,0.5201676
107,0,0.19,0,0.6,0.9,0.983041751,0.444444444,0.649070353,128.57206,2617.309,98.52781583,0.2167488,48.8835,45.45309,122.9109,125550.2,50.16145,31.83963,0.2519738,0.2409664,0.016905019,0.4901548
108,0,0.19,0,0.6,1,0.983041751,0.444444444,0.661737957,128.04027,2747.105,99.90070261,0.2167488,48.11583,47.42605,99.7523,149897.5,67.26195,31.83963,0.2703983,0.2507593,0.015963828,0.4628786
109,0,0.35,0,0.6,0.7,0.983041751,0.444444444,0.67114606,129.71218,2267.999,87.44451884,0.2167488,47.64555,45.16596,162.9564,115632.5,-14.9378,31.80024,0.2239765,0.2038314,0.023204125,0.548988
110,0,0.35,0,0.6,0.8,0.983041751,0.444444444,0.683813663,129.11511,2421.046,90.83092319,0.2167488,49.5705,46.74551,141.8773,123773.6,4.2007,31.80024,0.2318931,0.2279431,0.022043029,0.5181207
111,0,0.35,0,0.6,0.9,0.983041751,0.444444444,0.696481266,128.58289,2563.45,94.9968008,0.2167488,49.90402,47.45197,120.7715,134613.5,23.525,31.80024,0.2455501,0.2446092,0.021042297,0.4887984
112,0,0.35,0,0.6,1,0.983041751,0.444444444,0.709148869,128.05579,2695.281,98.94813246,0.2167488,44.44964,44.48217,103.303,152074.7,55.90845,31.80024,0.290586,0.2325177,0.021318117,0.4555781
113,0,0.875,0,0.6,0.7,0.983041751,0.444444444,0.826713116,129.85136,2156.464,82.61378547,0.2167488,41.50043,41.58466,204.6666,166183.4,-87.1121,31.80024,0.2529177,0.1794234,0.041029952,0.526629
114,0,0.875,0,0.6,0.8,0.983041751,0.444444444,0.839380719,129.25531,2290.989,84.44623198,0.2167488,46.64623,44.58039,183.5705,147412.9,-74.5314,31.88024,0.2428519,0.212321,0.038096853,0.5067302
115,0,0.875,0,0.6,0.9,0.983041751,0.444444444,0.852048322,128.72423,2422.06,86.70210727,0.2167488,45.39217,44.05545,162.2941,165450.8,-44.2337,31.88024,0.2655403,0.2207275,0.037009932,0.4767222
116,0,0.875,0,0.6,1,0.983041751,0.444444444,0.864715925,128.19808,2553.208,89.55351279,0.2167488,47.6136,46.07417,145.1962,175889.4,-29.78905,31.88024,0.2669421,0.2426217,0.034676194,0.4557601
117,0,1,0,0.6,0.7,0.983041751,0.444444444,0.863752891,129.84276,2142.002,82.22164106,0.2167488,41.90897,41.84224,218.1258,152626.2,-110.4806,31.92024,0.2493177,0.1798668,0.044742867,0.5260726
118,0,1,0,0.6,0.8,0.983041751,0.444444444,0.876420494,129.2476,2269.609,83.82781837,0.2167488,45.96437,44.24789,193.231,147960.1,-92.63585,31.88024,0.2455261,0.2088521,0.041802894,0.5038189
119,0,1,0,0.6,0.9,0.983041751,0.444444444,0.889088097,128.71654,2396.361,85.7992086,0.2167488,46.65813,44.81054,172.0974,167889.6,-68.0654,31.92024,0.2571266,0.2249086,0.040024731,0.47794
120,0,1,0,0.6,1,0.983041751,0.444444444,0.9017557,128.19148,2525.533,88.38376011,0.2167488,46.78338,45.54113,153.5328,182743.1,-44.37215,31.88024,0.270802,0.2380653,0.038114365,0.4530183
121,0,0.45,0,0.6,0.7,0.983041751,0.555555556,0.70077788,129.75002,2240.644,85.78296949,0.2167488,46.72335,44.57044,158.3607,117515.6,-31.99135,31.88024,0.2272349,0.1992839,0.026620992,0.5468601
122,0,0.45,0,0.6,0.8,0.983041751,0.555555556,0.713445483,129.151,2390.72,88.77137514,0.2167488,48.33519,45.87952,136.3447,128758.6,-10.33405,31.80024,0.2370771,0.2217984,0.025297076,0.5158274
123,0,0.45,0,0.6,0.9,0.983041751,0.555555556,0.726113086,128.62132,2532.331,92.54781695,0.2167488,49.35836,47.16774,116.1832,136709,8.57065,31.80024,0.2474539,0.2411833,0.023932064,0.4874307
124,0,0.45,0,0.6,1,0.983041751,0.555555556,0.738780689,128.08969,2664.389,96.52813706,0.2167488,49.36248,47.9881,100.542,156368.6,22.7092,31.80024,0.2600782,0.2535294,0.022513578,0.4638789
125,0,0.62,0,0.6,0.7,0.983041751,0.555555556,0.751151974,129.80739,2199.095,83.81440451,0.2167488,44.99291,43.46669,173.1988,128265.5,-56.67035,31.88024,0.2350921,0.192293,0.032309599,0.5403053
126,0,0.62,0,0.6,0.8,0.983041751,0.555555556,0.763819577,129.21054,2344.956,86.5098168,0.2167488,45.62404,44.17957,147.8856,142729.5,-30.83315,31.88024,0.2498343,0.209623,0.031198554,0.5093441
127,0,0.62,0,0.6,0.9,0.983041751,0.555555556,0.77648718,128.67992,2483.58,89.57585369,0.2167488,49.20787,46.69672,129.0479,143662.7,-18.43915,31.80024,0.2463551,0.238671,0.028811056,0.4861629
128,0,0.62,0,0.6,1,0.983041751,0.555555556,0.789154783,128.15402,2617.021,93.20249098,0.2167488,49.08006,47.54149,116.0983,161078.7,-0.81975,31.80024,0.2601135,0.2507149,0.027318049,0.4618535
129,0,0.75,0,0.6,0.7,0.983041751,0.555555556,0.78967334,129.83924,2175.781,83.18861492,0.2167488,43.93961,42.9197,183.1165,133858,-74.75605,31.88024,0.2403961,0.1884202,0.036515046,0.5346687
130,0,0.75,0,0.6,0.8,0.983041751,0.555555556,0.802340943,129.24333,2314.18,85.22578542,0.2167488,47.89684,45.44057,159.4097,135179.7,-59.52035,31.88024,0.236841,0.2177207,0.034293905,0.5111444
131,0,0.75,0,0.6,0.9,0.983041751,0.555555556,0.815008547,128.71231,2449.927,87.87174034,0.2167488,49.09242,46.61953,139.3619,150689,-37.8647,31.80024,0.2459839,0.2372132,0.032380357,0.4844225
132,0,0.75,0,0.6,1,0.983041751,0.555555556,0.82767615,128.18655,2583.367,91.0779078,0.2167488,48.67368,47.27099,118.1783,170022.8,-16.8313,31.88024,0.2617291,0.2482024,0.030895036,0.4591735
133,0,0.19,0,0.6,0.7,0.983041751,0.555555556,0.623735147,129.69935,2317.71,91.81126079,0.2167488,48.06772,45.1243,139.7109,105652.45,11.8759,31.83963,0.2221322,0.2056022,0.018105503,0.5541601
134,0,0.19,0,0.6,0.8,0.983041751,0.555555556,0.63640275,129.10247,2475.494,95.3699352,0.2167488,49.99751,46.83264,118.0634,115063.3,33.0949,31.75963,0.2320386,0.2320156,0.01706275,0.518883
135,0,0.19,0,0.6,0.9,0.983041751,0.555555556,0.649070353,128.57206,2617.309,98.52781583,0.2167488,47.13858,44.20562,106.2003,127256.8,55.69895,31.83963,0.2619804,0.2336181,0.017001059,0.4874005
136,0,0.19,0,0.6,1,0.983041751,0.555555556,0.661737957,128.04027,2747.105,99.90070261,0.2167488,46.59507,45.58934,89.0167,142452.5,73.22945,31.75963,0.279464,0.2438285,0.016225822,0.4604817
137,0,0.35,0,0.6,0.7,0.983041751,0.555555556,0.67114606,129.71218,2267.999,87.44451884,0.2167488,47.96358,45.64322,149.3842,111722.05,-15.7216,31.80024,0.2224742,0.2050614,0.023123398,0.5493411
138,0,0.35,0,0.6,0.8,0.983041751,0.555555556,0.683813663,129.11511,2421.046,90.83092319,0.2167488,49.08627,46.56862,127.666,125343.4,4.95485,31.80024,0.2343135,0.2259032,0.022055479,0.5177278
139,0,0.35,0,0.6,0.9,0.983041751,0.555555556,0.696481266,128.58289,2563.45,94.9968008,0.2167488,49.38854,47.42015,105.5673,132756.5,24.05915,31.80024,0.2482211,0.2422234,0.021009749,0.4885458
140,0,0.35,0,0.6,1,0.983041751,0.555555556,0.709148869,128.05579,2695.281,98.94813246,0.2167488,44.00473,43.6069,87.7463,149836.2,57.75895,31.80024,0.2934037,0.2305758,0.021193,0.4548275
141,0,0.875,0,0.6,0.7,0.983041751,0.555555556,0.826713116,129.85136,2156.464,82.61378547,0.2167488,42.89359,42.4682,192.4811,149799.8,-92.08525,31.88024,0.2452027,0.1841759,0.04058836,0.530033
142,0,0.875,0,0.6,0.8,0.983041751,0.555555556,0.839380719,129.25531,2290.989,84.44623198,0.2167488,45.70092,44.11754,168.5788,151539.1,-71.91,31.88024,0.2477016,0.2084786,0.038365081,0.5054547
143,0,0.875,0,0.6,0.9,0.983041751,0.555555556,0.852048322,128.72423,2422.06,86.70210727,0.2167488,45.30709,44.23401,147.3881,164439.5,-44.0747,31.88024,0.2659912,0.2203446,0.036904674,0.4767595
144,0,0.875,0,0.6,1,0.983041751,0.555555556,0.864715925,128.19808,2553.208,89.55351279,0.2167488,47.25642,46.0191,130.9179,175357.7,-28.76715,31.88024,0.2690799,0.2410863,0.03466041,0.4551734
145,0,1,0,0.6,0.7,0.983041751,0.555555556,0.863752891,129.84276,2142.002,82.22164106,0.2167488,41.79258,41.78253,204.5424,152479.1,-110.2173,31.88024,0.2498885,0.1794185,0.044792291,0.5259008
146,0,1,0,0.6,0.8,0.983041751,0.555555556,0.876420494,129.2476,2269.609,83.82781837,0.2167488,45.65561,44.06143,178.7151,155971.1,-90.76955,31.88024,0.2473892,0.2078357,0.04193854,0.5028366
147,0,1,0,0.6,0.9,0.983041751,0.555555556,0.889088097,128.71654,2396.361,85.7992086,0.2167488,47.58019,45.67989,157.9005,166366.6,-70.9796,31.92024,0.2520959,0.2288213,0.03960868,0.479474
148,0,1,0,0.6,1,0.983041751,0.555555556,0.9017557,128.19148,2525.533,88.38376011,0.2167488,46.73745,45.43601,151.5275,170930.3,-46.31395,31.88024,0.27056,0.2374142,0.038033586,0.4539922
149,0,0.45,0,0.6,0.7,0.983041751,0.666666667,0.70077788,129.75002,2240.644,85.78296949,0.2167488,46.94685,45.0293,144.472,118379.4,-32.4945,31.88024,0.2261921,0.2001579,0.026528316,0.5471218
150,0,0.45,0,0.6,0.8,0.983041751,0.666666667,0.713445483,129.151,2390.72,88.77137514,0.2167488,48.79924,46.22118,122.2208,125660.2,-11.3847,31.80024,0.2347741,0.2237622,0.02512118,0.5163426
151,0,0.45,0,0.6,0.9,0.983041751,0.666666667,0.726113086,128.62132,2532.331,92.54781695,0.2167488,46.27457,44.95055,100.1718,140583,18.4385,31.80024,0.2648355,0.2281072,0.024446364,0.482611
152,0,0.45,0,0.6,1,0.983041751,0.666666667,0.738780689,128.08969,2664.389,96.52813706,0.2167488,45.81493,44.97217,83.8761,149809.1,35.9762,31.80024,0.2813356,0.2378767,0.023376357,0.4574113
153,0,0.62,0,0.6,0.7,0.983041751,0.666666667,0.751151974,129.80739,2199.095,83.81440451,0.2167488,44.70709,43.5027,159.0373,128391,-55.48615,31.88024,0.2366043,0.1913064,0.032427136,0.5396621
154,0,0.62,0,0.6,0.8,0.983041751,0.666666667,0.763819577,129.21054,2344.956,86.5098168,0.2167488,46.23959,44.5667,134.6103,139981.3,-33.4223,31.88024,0.2462754,0.2118227,0.031054741,0.5108472
155,0,0.62,0,0.6,0.9,0.983041751,0.666666667,0.77648718,128.67992,2483.58,89.57585369,0.2167488,46.25642,45.27268,112.4695,150081.8,-8.2999,31.80024,0.2630642,0.226416,0.029412486,0.4811074
156,0,0.62,0,0.6,1,0.983041751,0.666666667,0.789154783,128.15402,2617.021,93.20249098,0.2167488,45.03993,43.84488,93.7044,160861.5,14.7535,31.80024,0.2843582,0.2330324,0.028293295,0.4543162
157,0,0.75,0,0.6,0.7,0.983041751,0.666666667,0.78967334,129.83924,2175.781,83.18861492,0.2167488,44.13453,43.19719,170.1996,138273.1,-74.57265,31.88024,0.2396368,0.1893165,0.036394022,0.5346528
158,0,0.75,0,0.6,0.8,0.983041751,0.666666667,0.802340943,129.24333,2314.18,85.22578542,0.2167488,47.29683,45.33345,145.341,142164.2,-56.89065,31.88024,0.2401268,0.2154943,0.034304298,0.5100746
159,0,0.75,0,0.6,0.9,0.983041751,0.666666667,0.815008547,128.71231,2449.927,87.87174034,0.2167488,46.47149,45.17694,122.4586,154332.4,-28.82025,31.80024,0.2607673,0.2263887,0.033032361,0.4798117
160,0,0.75,0,0.6,1,0.983041751,0.666666667,0.82767615,128.18655,2583.367,91.0779078,0.2167488,44.6244,43.83788,102.8444,168383.5,-2.2295,31.80024,0.2855439,0.2301054,0.031989589,0.4523611
161,0,0.19,0,0.6,0.7,0.983041751,0.666666667,0.623735147,129.69935,2317.71,91.81126079,0.2167488,47.95061,45.25761,125.6553,105198.45,11.5145,31.83963,0.2224718,0.2049526,0.018008972,0.5545667
162,0,0.19,0,0.6,0.8,0.983041751,0.666666667,0.63640275,129.10247,2475.494,95.3699352,0.2167488,50.08102,47.32991,102.565,113029.8,32.92895,31.75963,0.2316759,0.2324279,0.016894484,0.5190018
163,0,0.19,0,0.6,0.9,0.983041751,0.666666667,0.649070353,128.57206,2617.309,98.52781583,0.2167488,46.95629,42.96097,91.186,124893.3,56.35295,31.83963,0.2630638,0.232874,0.016805451,0.4872566
164,0,0.19,0,0.6,1,0.983041751,0.666666667,0.661737957,128.04027,2747.105,99.90070261,0.2167488,46.0386,46.38139,76.2199,137311.6,74.18195,31.75963,0.2826861,0.2411811,0.015958415,0.4601744
165,0,0.35,0,0.6,0.7,0.983041751,0.666666667,0.67114606,129.71218,2267.999,87.44451884,0.2167488,47.28472,45.42513,134.7107,112393.95,-13.839,31.80024,0.2257791,0.20252,0.02314315,0.5485577
166,0,0.35,0,0.6,0.8,0.983041751,0.666666667,0.683813663,129.11511,2421.046,90.83092319,0.2167488,48.9564,46.73355,112.9019,124077.3,5.73795,31.80024,0.2351499,0.2255345,0.021994952,0.5173207
167,0,0.35,0,0.6,0.9,0.983041751,0.666666667,0.696481266,128.58289,2563.45,94.9968008,0.2167488,49.43233,47.22858,91.3049,131009.8,23.9955,31.80024,0.2480729,0.2425032,0.02080936,0.4886146
168,0,0.35,0,0.6,1,0.983041751,0.666666667,0.709148869,128.05579,2695.281,98.94813246,0.2167488,43.70481,43.87702,75.0921,144894.8,58.73045,31.76024,0.2952443,0.2292131,0.02101272,0.4545298
169,0,0.875,0,0.6,0.7,0.983041751,0.666666667,0.826713116,129.85136,2156.464,82.61378547,0.2167488,43.19427,42.65766,178.9251,145122.4,-93.24765,31.88024,0.2436028,0.1852321,0.040520497,0.5306446
170,0,0.875,0,0.6,0.8,0.983041751,0.666666667,0.839380719,129.25531,2290.989,84.44623198,0.2167488,46.99019,45.07523,154.9141,144431.1,-75.9028,31.88024,0.240988,0.2136222,0.037963945,0.507426
171,0,0.875,0,0.6,0.9,0.983041751,0.666666667,0.852048322,128.72423,2422.06,86.70210727,0.2167488,45.07049,44.2074,132.7103,163958.7,-42.8728,31.88024,0.2674812,0.2194724,0.036873229,0.4761732
172,0,0.875,0,0.6,1,0.983041751,0.666666667,0.864715925,128.19808,2553.208,89.55351279,0.2167488,49.33507,47.63022,114.7118,173759.2,-36.82455,31.88024,0.2569339,0.2501899,0.033523109,0.4593532
173,0,1,0,0.6,0.7,0.983041751,0.666666667,0.863752891,129.84276,2142.002,82.22164106,0.2167488,41.93527,41.88661,190.4319,151167,-110.94165,31.88024,0.2492882,0.1800399,0.04478794,0.525884
174,0,1,0,0.6,0.8,0.983041751,0.666666667,0.876420494,129.2476,2269.609,83.82781837,0.2167488,46.1748,44.5055,164.0544,150298.2,-92.7783,31.88024,0.2445077,0.2097549,0.041770682,0.5039667
175,0,1,0,0.6,0.9,0.983041751,0.666666667,0.889088097,128.71654,2396.361,85.7992086,0.2167488,47.51951,45.70845,143.075,164784.4,-70.7198,31.88024,0.2524845,0.2286172,0.039507125,0.4793912
176,0,1,0,0.6,1,0.983041751,0.666666667,0.9017557,128.19148,2525.533,88.38376011,0.2167488,46.54821,45.68118,124.808,178548,-43.35935,31.88024,0.272234,0.2370736,0.037998855,0.4526936
177,0,0.45,0,0.6,0.7,0.983041751,0.888888889,0.70077788,129.75002,2240.644,85.78296949,0.2167488,46.28444,44.93524,117.4998,111978.67,-31.0634,31.80024,0.2293975,0.1976621,0.026507745,0.5464326
178,0,0.45,0,0.6,0.8,0.983041751,0.888888889,0.713445483,129.151,2390.72,88.77137514,0.2167488,45.91935,44.3351,93.5074,129160.5,-2.3391,31.80024,0.2502961,0.2125239,0.025412545,0.5117675
179,0,0.45,0,0.6,0.9,0.983041751,0.888888889,0.726113086,128.62132,2532.331,92.54781695,0.2167488,45.32553,44.22717,74.2185,133669.7,21.64075,31.76024,0.2704464,0.2242021,0.024135374,0.4812162
180,0,0.45,0,0.6,1,0.983041751,0.888888889,0.738780689,128.08969,2664.389,96.52813706,0.2167488,46.31231,47.69584,65.7771,138443,34.72435,31.48023,0.2786972,0.240411,0.022360725,0.4585311
181,0,0.62,0,0.6,0.7,0.983041751,0.888888889,0.751151974,129.80739,2199.095,83.81440451,0.2167488,44.49335,43.64678,131.5654,127098.6,-55.58745,31.88024,0.2374214,0.1903136,0.032403529,0.5398615
182,0,0.62,0,0.6,0.8,0.983041751,0.888888889,0.763819577,129.21054,2344.956,86.5098168,0.2167488,46.0013,44.84163,106.4083,138062.2,-32.5683,31.80024,0.2475967,0.2109267,0.030857434,0.5106192
183,0,0.62,0,0.6,0.9,0.983041751,0.888888889,0.77648718,128.67992,2483.58,89.57585369,0.2167488,46.47968,44.69025,85.5119,143669.5,-9.4171,31.80024,0.261835,0.2273905,0.02891727,0.4818572
184,0,0.62,0,0.6,1,0.983041751,0.888888889,0.789154783,128.15402,2617.021,93.20249098,0.2167488,43.63358,44.35461,67.9633,148808.2,19.82035,31.60023,0.2930232,0.2268309,0.027983654,0.4521621
185,0,0.75,0,0.6,0.7,0.983041751,0.888888889,0.78967334,129.83924,2175.781,83.18861492,0.2167488,43.98681,43.37755,141.7668,132624.4,-74.52655,31.88024,0.2401793,0.1886114,0.036381043,0.5348282
186,0,0.75,0,0.6,0.8,0.983041751,0.888888889,0.802340943,129.24333,2314.18,85.22578542,0.2167488,45.24546,44.59811,116.1908,143854.4,-50.65195,31.80024,0.2510736,0.2074704,0.034675736,0.5067803
187,0,0.75,0,0.6,0.9,0.983041751,0.888888889,0.815008547,128.71231,2449.927,87.87174034,0.2167488,45.04593,43.45223,93.6737,151093,-23.5662,31.80024,0.2689964,0.2204967,0.032961253,0.4775456
188,0,0.75,0,0.6,1,0.983041751,0.888888889,0.82767615,128.18655,2583.367,91.0779078,0.2167488,44.60021,44.41172,75.1958,160212.3,-2.0468,31.80024,0.2858751,0.2301469,0.031404953,0.4525731
189,0,0.19,0,0.6,0.7,0.983041751,0.888888889,0.623735147,129.69935,2317.71,91.81126079,0.2167488,47.85585,45.89182,98.7689,105409.98,12.03825,31.75963,0.2231018,0.2047541,0.01782332,0.5543207
190,0,0.19,0,0.6,0.8,0.983041751,0.888888889,0.63640275,129.10247,2475.494,95.3699352,0.2167488,49.64148,46.21101,78.5415,108071.92,33.9243,31.75963,0.2340128,0.2306807,0.016644727,0.5186619
191,0,0.19,0,0.6,0.9,0.983041751,0.888888889,0.649070353,128.57206,2617.309,98.52781583,0.2167488,48.06253,45.3148,68.7188,109594.17,52.87245,31.55962,0.2568429,0.2376805,0.0159554,0.4895212
192,0,0.19,0,0.6,1,0.983041751,0.888888889,0.661737957,128.04027,2747.105,99.90070261,0.2167488,45.98643,48.47321,57.3839,113707,74.06195,30.28078,0.2831993,0.2411121,0.015289469,0.4603992
193,0,0.35,0,0.6,0.7,0.983041751,0.888888889,0.67114606,129.71218,2267.999,87.44451884,0.2167488,47.27,45.78179,108.063,112853,-13.3813,31.80024,0.226093,0.2026819,0.023013452,0.5482117
194,0,0.35,0,0.6,0.8,0.983041751,0.888888889,0.683813663,129.11511,2421.046,90.83092319,0.2167488,46.06827,44.78365,84.779,129672.4,15.50095,31.80024,0.250973,0.2143801,0.022218058,0.5124288
195,0,0.35,0,0.6,0.9,0.983041751,0.888888889,0.696481266,128.58289,2563.45,94.9968008,0.2167488,47.5756,46.7772,67.3012,124394,30.0605,31.68023,0.2586794,0.2347538,0.020669157,0.4858977
196,0,0.35,0,0.6,1,0.983041751,0.888888889,0.709148869,128.05579,2695.281,98.94813246,0.2167488,42.52757,44.8303,57.646,126922.7,63.56095,30.51933,0.3027512,0.2240252,0.020557923,0.4526656
197,0,0.875,0,0.6,0.7,0.983041751,0.888888889,0.826713116,129.85136,2156.464,82.61378547,0.2167488,42.83186,42.74042,151.2116,148514.8,-91.9898,31.88024,0.2455072,0.1839405,0.040584739,0.5299675
198,0,0.875,0,0.6,0.8,0.983041751,0.888888889,0.839380719,129.25531,2290.989,84.44623198,0.2167488,45.41412,44.5028,126.4207,149321.5,-71.09575,31.88024,0.2492442,0.2073651,0.038158253,0.5052325
199,0,0.875,0,0.6,0.9,0.983041751,0.888888889,0.852048322,128.72423,2422.06,86.70210727,0.2167488,48.54845,45.9313,107.088,151737.1,-54.87985,31.80024,0.2480728,0.2340756,0.035407122,0.4824444
200,0,0.875,0,0.6,1,0.983041751,0.888888889,0.864715925,128.19808,2553.208,89.55351279,0.2167488,47.06797,45.59747,86.5659,165876.7,-28.2579,31.80024,0.2703246,0.2403767,0.033961285,0.4553375
201,0,1,0,0.6,0.7,0.983041751,0.888888889,0.863752891,129.84276,2142.002,82.22164106,0.2167488,41.51447,41.88271,162.5327,152911.1,-109.00985,31.88024,0.2513581,0.1784202,0.044823509,0.5253982
202,0,1,0,0.6,0.8,0.983041751,0.888888889,0.876420494,129.2476,2269.609,83.82781837,0.2167488,45.98735,44.69968,136.1555,148211.1,-92.2693,31.88024,0.2455613,0.2090754,0.041594148,0.5037691
203,0,1,0,0.6,0.9,0.983041751,0.888888889,0.889088097,128.71654,2396.361,85.7992086,0.2167488,46.69035,45.17388,115.5905,163004.5,-67.4428,31.88024,0.2572717,0.225327,0.039463125,0.4779381
204,0,1,0,0.6,1,0.983041751,0.888888889,0.9017557,128.19148,2525.533,88.38376011,0.2167488,48.49424,46.25505,97.1616,172953.7,-51.11145,31.80024,0.2609749,0.2457158,0.036544453,0.4567648
205,0,0.45,0,0.6,0.7,0.983041751,1,0.70077788,129.75002,2240.644,85.78296949,0.2167488,45.92033,44.91763,104.0626,115215.9,-29.86275,31.80024,0.2311502,0.1962751,0.026491811,0.546083
206,0,0.45,0,0.6,0.8,0.983041751,1,0.713445483,129.151,2390.72,88.77137514,0.2167488,48.99575,45.70724,82.9475,118147.9,-12.3423,31.80024,0.2337493,0.2245444,0.024558164,0.5171481
207,0,0.45,0,0.6,0.9,0.983041751,1,0.726113086,128.62132,2532.331,92.54781695,0.2167488,48.20322,47.16649,65.7446,120198.3,11.97295,31.60023,0.2541422,0.2365103,0.023081867,0.4862656
208,0,0.45,0,0.6,1,0.983041751,1,0.738780689,128.08969,2664.389,96.52813706,0.2167488,42.40643,45.5202,54.329,125189.7,49.76295,29.35803,0.3025074,0.2227377,0.0229601,0.4517947
209,0,0.62,0,0.6,0.7,0.983041751,1,0.751151974,129.80739,2199.095,83.81440451,0.2167488,44.6851,44.00939,118.7906,122869.3,-55.62905,31.80024,0.2368162,0.1913075,0.032071363,0.5398049
210,0,0.62,0,0.6,0.8,0.983041751,1,0.763819577,129.21054,2344.956,86.5098168,0.2167488,45.52332,43.80869,93.427,136648.4,-30.60145,31.80024,0.2505379,0.2093615,0.0305747,0.5095259
211,0,0.62,0,0.6,0.9,0.983041751,1,0.77648718,128.67992,2483.58,89.57585369,0.2167488,46.84428,45.33848,73.8819,137846.9,-10.689,31.76024,0.2598846,0.2290272,0.028445911,0.4826424
212,0,0.62,0,0.6,1,0.983041751,1,0.789154783,128.15402,2617.021,93.20249098,0.2167488,43.74915,45.59813,60.2239,136629,19.5726,30.95982,0.2924958,0.2274888,0.027479883,0.4525354
213,0,0.75,0,0.6,0.7,0.983041751,1,0.78967334,129.83924,2175.781,83.18861492,0.2167488,43.80784,43.4714,128.9723,136536.2,-74.3537,31.88024,0.2409995,0.1878851,0.036382403,0.534733
214,0,0.75,0,0.6,0.8,0.983041751,1,0.802340943,129.24333,2314.18,85.22578542,0.2167488,46.73701,45.01606,104.8886,136397.8,-55.9129,31.80024,0.2429478,0.213181,0.034093447,0.5097777
215,0,0.75,0,0.6,0.9,0.983041751,1,0.815008547,128.71231,2449.927,87.87174034,0.2167488,48.28831,45.79669,84.1743,139990,-34.95665,31.80024,0.250749,0.2341491,0.031797472,0.4833045
216,0,0.75,0,0.6,1,0.983041751,1,0.82767615,128.18655,2583.367,91.0779078,0.2167488,44.0629,45.12162,64.8438,149261.3,-0.15145,31.56023,0.2892322,0.2278347,0.031080136,0.4518529
217,0,0.19,0,0.6,0.7,0.983041751,1,0.623735147,129.69935,2317.71,91.81126079,0.2167488,47.55826,45.07193,86.4339,103828.36,13.39735,31.75963,0.2248261,0.2038898,0.017747449,0.5535367
218,0,0.19,0,0.6,0.8,0.983041751,1,0.63640275,129.10247,2475.494,95.3699352,0.2167488,49.50341,46.78757,68.1122,101930.67,34.13165,31.67963,0.2347374,0.2301205,0.016301451,0.5188406
219,0,0.19,0,0.6,0.9,0.983041751,1,0.649070353,128.57206,2617.309,98.52781583,0.2167488,45.02412,45.14146,59.7734,103878.05,64.32045,30.20087,0.2746869,0.2249629,0.016172934,0.4841773
220,0,0.19,0,0.6,1,0.983041751,1,0.661737957,128.04027,2747.105,99.90070261,0.2167488,45.36895,49.48079,50.9962,101361.73,78.12945,27.80357,0.2874925,0.2387513,0.015084971,0.4586711
221,0,0.35,0,0.6,0.7,0.983041751,1,0.67114606,129.71218,2267.999,87.44451884,0.2167488,46.60056,45.21265,94.8079,113135.8,-11.67605,31.80024,0.2293437,0.2001434,0.023010211,0.5475028
222,0,0.35,0,0.6,0.8,0.983041751,1,0.683813663,129.11511,2421.046,90.83092319,0.2167488,45.8434,44.63891,72.9174,122227.5,15.15415,31.76024,0.2518323,0.2131753,0.022105785,0.5128866
223,0,0.35,0,0.6,0.9,0.983041751,1,0.696481266,128.58289,2563.45,94.9968008,0.2167488,48.26366,48.23345,59.7256,113924.3,27.5926,31.28018,0.2548081,0.2377047,0.020070788,0.4874164
224,0,0.35,0,0.6,1,0.983041751,1,0.709148869,128.05579,2695.281,98.94813246,0.2167488,41.29488,45.04516,51.2587,116413.8,69.40795,28.27682,0.3106897,0.2185481,0.020506293,0.450256
225,0,0.875,0,0.6,0.7,0.983041751,1,0.826713116,129.85136,2156.464,82.61378547,0.2167488,43.14612,42.96682,138.3907,139015.7,-93.24585,31.88024,0.2439865,0.1851601,0.040373404,0.53048
226,0,0.875,0,0.6,0.8,0.983041751,1,0.839380719,129.25531,2290.989,84.44623198,0.2167488,46.08689,45.02425,113.9452,144971.7,-73.32915,31.80024,0.2456717,0.2100091,0.0377887,0.5065305
227,0,0.875,0,0.6,0.9,0.983041751,1,0.852048322,128.72423,2422.06,86.70210727,0.2167488,44.66336,43.20903,90.6402,158362.9,-41.43265,31.80024,0.2699773,0.2179043,0.036345754,0.4757726
228,0,0.875,0,0.6,1,0.983041751,1,0.864715925,128.19808,2553.208,89.55351279,0.2167488,45.3493,45.38706,72.1584,158438,-22.26955,31.76024,0.2805459,0.2327978,0.033991545,0.4526647
